version,date,asset,downloads,size
01.08.04,2025-01-31T14:47:49Z,Obsidian-1.8.4.exe,499170,262726424
01.08.04,2025-01-31T14:47:49Z,obsidian-1.8.4-arm64.tar.gz,750,114838386
01.08.04,2025-01-31T14:47:49Z,obsidian-1.8.4.asar.gz,582099,8123782
01.08.04,2025-01-31T14:47:49Z,obsidian-1.8.4.tar.gz,9499,110349282
01.08.04,2025-01-31T14:47:49Z,obsidian_1.8.4_amd64.deb,31264,80570924
01.08.07,2025-02-18T14:38:01Z,Obsidian-1.8.7-arm64.AppImage,2072,116946574
01.08.07,2025-02-18T14:38:01Z,Obsidian-1.8.7.AppImage,28837,116579987
01.08.07,2025-02-18T14:38:01Z,Obsidian-1.8.7.apk,8994,10175333
01.08.07,2025-02-18T14:38:01Z,Obsidian-1.8.7.dmg,191396,190531948
01.08.07,2025-02-18T14:38:01Z,Obsidian-1.8.7.exe,367060,262807472
01.08.07,2025-02-18T14:38:01Z,obsidian-1.8.7-arm64.tar.gz,1024,114844467
01.08.07,2025-02-18T14:38:01Z,obsidian-1.8.7.asar.gz,508560,8128038
01.08.07,2025-02-18T14:38:01Z,obsidian-1.8.7.tar.gz,7009,110353378
01.08.07,2025-02-18T14:38:01Z,obsidian_1.8.7_amd64.deb,27096,80565332
01.08.09,2025-03-05T15:51:48Z,Obsidian-1.8.9-arm64.AppImage,2689,116662296
01.08.09,2025-03-05T15:51:48Z,Obsidian-1.8.9.AppImage,32577,116255653
01.08.09,2025-03-05T15:51:48Z,Obsidian-1.8.9.apk,16842,10173534
01.08.09,2025-03-05T15:51:48Z,Obsidian-1.8.9.dmg,186808,190312210
01.08.09,2025-03-05T15:51:48Z,Obsidian-1.8.9.exe,398756,266743472
01.08.09,2025-03-05T15:51:48Z,obsidian-1.8.9-arm64.tar.gz,863,114564362
01.08.09,2025-03-05T15:51:48Z,obsidian-1.8.9.asar.gz,582557,8125625
01.08.09,2025-03-05T15:51:48Z,obsidian-1.8.9.tar.gz,8033,110032080
01.08.09,2025-03-05T15:51:48Z,obsidian_1.8.9_amd64.deb,23670,80266718
